pollster,sponsors,sponsor_candidate,state,start_date,end_date,sample_size,population,subpopulation,population_full,candidate_name,pct,party,url,mode,tracking,partisan,internal,hypothetical,election_date,stage,question_id
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Steve Marshall,21,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219676
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Barry Moore,10,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219675
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Steve Marshall,28,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219675
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Barry Moore,11,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219677
UpONE Insights,Educational Freedom Institute,NA,Texas,2025-05-27,2025-05-28,600,LV,R,LV-R,John Cornyn,32,REP,https://punchbowl.news/article/campaigns/cornyn-trails-new-poll/,Live Phone/Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219662
UpONE Insights,Educational Freedom Institute,NA,Texas,2025-05-27,2025-05-28,600,LV,R,LV-R,Ken Paxton Jr.,54,REP,https://punchbowl.news/article/campaigns/cornyn-trails-new-poll/,Live Phone/Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219662
University of Texas at Tyler Center for Opinion Research,NA,NA,Texas,2025-05-28,2025-06-07,538,RV,R,RV-R,Ken Paxton Jr.,44,REP,https://www.uttyler.edu/academics/colleges-schools/arts-sciences/departments/political-science/files/uttyler-poll-20250610.pdf,Live Phone/Online Opt-In Panel,FALSE,NA,FALSE,TRUE,2026-03-03,primary,221005
Global Strategy Group,NA,Mallory Ann McMorrow,Michigan,2025-05-28,2025-06-02,800,LV,D,LV-D,Joe Tate,4,DEM,https://www.politico.com/newsletters/playbook/2025/06/07/the-great-un-awokening-00393429,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-08-04,primary,219684
University of Texas at Tyler Center for Opinion Research,NA,NA,Texas,2025-05-28,2025-06-07,538,RV,R,RV-R,John Cornyn,34,REP,https://www.uttyler.edu/academics/colleges-schools/arts-sciences/departments/political-science/files/uttyler-poll-20250610.pdf,Live Phone/Online Opt-In Panel,FALSE,NA,FALSE,TRUE,2026-03-03,primary,221005
Global Strategy Group,NA,Mallory Ann McMorrow,Michigan,2025-05-28,2025-06-02,800,LV,D,LV-D,Haley Stevens,24,DEM,https://www.politico.com/newsletters/playbook/2025/06/07/the-great-un-awokening-00393429,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-08-04,primary,219684
Global Strategy Group,NA,Mallory Ann McMorrow,Michigan,2025-05-28,2025-06-02,800,LV,D,LV-D,Abdul El-Sayed,15,DEM,https://www.politico.com/newsletters/playbook/2025/06/07/the-great-un-awokening-00393429,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-08-04,primary,219684
Global Strategy Group,NA,Mallory Ann McMorrow,Michigan,2025-05-28,2025-06-02,800,LV,D,LV-D,Mallory Ann McMorrow,20,DEM,https://www.politico.com/newsletters/playbook/2025/06/07/the-great-un-awokening-00393429,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-08-04,primary,219684
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-06-05,2025-06-10,1200,LV,D,LV-D,Raja Krishnamoorthi,32,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/06/18/chicago-mayor-pushes-back-against-ice-threat-00411817,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,220845
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-06-05,2025-06-10,1200,LV,D,LV-D,Juliana Stratton,19,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/06/18/chicago-mayor-pushes-back-against-ice-threat-00411817,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,220845
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-06-05,2025-06-10,1200,LV,D,LV-D,Robin Kelly,14,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/06/18/chicago-mayor-pushes-back-against-ice-threat-00411817,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,220845
Stratus Intelligence,Conservative Policy Project,NA,Texas,2025-06-06,2025-06-08,600,LV,R,LV-R,Ken Paxton Jr.,49,REP,https://www.axios.com/2025/06/17/texas-senate-race-polling-cornyn-paxton,Live Phone/Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-03-03,primary,220835
Stratus Intelligence,Conservative Policy Project,NA,Texas,2025-06-06,2025-06-08,600,LV,R,LV-R,John Cornyn,33,REP,https://www.axios.com/2025/06/17/texas-senate-race-polling-cornyn-paxton,Live Phone/Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-03-03,primary,220835
Big Data Poll,NA,Paul Edouard Dans,South Carolina,2025-06-08,2025-06-11,827,RV,R,RV-R,Lindsey Graham,49.5,REP,https://www.fitsnews.com/wp-content/uploads/securepdfs/2025/09/South-Carolina-September-Poll-Memo-FITSNEWS.pdf,Live Phone/Online Opt-In Panel/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-06-09,primary,222984
Big Data Poll,NA,Paul Edouard Dans,South Carolina,2025-06-08,2025-06-11,827,RV,R,RV-R,Mark Lynch,10.8,REP,https://www.fitsnews.com/wp-content/uploads/securepdfs/2025/09/South-Carolina-September-Poll-Memo-FITSNEWS.pdf,Live Phone/Online Opt-In Panel/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-06-09,primary,222984
Big Data Poll,NA,Paul Edouard Dans,South Carolina,2025-06-08,2025-06-11,827,RV,R,RV-R,Paul Edouard Dans,9.2,REP,https://www.fitsnews.com/wp-content/uploads/securepdfs/2025/09/South-Carolina-September-Poll-Memo-FITSNEWS.pdf,Live Phone/Online Opt-In Panel/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-06-09,primary,222984
Quantus Insights,TrendingPolitics,NA,South Carolina,2025-06-10,2025-06-13,NA,RV,R,RV-R,Lindsey Graham,48,REP,https://quantusinsights.org/f/lindsey-graham-faces-a-shifting-gop-landscape-in-south-carolina,Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-06-09,primary,219757
Quantus Insights,TrendingPolitics,NA,South Carolina,2025-06-10,2025-06-13,NA,RV,R,RV-R,Mark Lynch,23,REP,https://quantusinsights.org/f/lindsey-graham-faces-a-shifting-gop-landscape-in-south-carolina,Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-06-09,primary,219757
Pulse Decision Sicence,Unknown Sponsor,NA,Texas,2025-06-17,2025-06-22,806,LV,R,LV-R,Wesley P. Hunt,13,REP,https://www.politico.com/live-updates/2025/06/26/congress/cornyn-paxton-poll-texas-00424994,Live Phone,FALSE,REP,FALSE,TRUE,2026-03-03,primary,221014
Pulse Decision Sicence,Unknown Sponsor,NA,Texas,2025-06-17,2025-06-22,806,LV,R,LV-R,Ken Paxton Jr.,49,REP,https://www.politico.com/live-updates/2025/06/26/congress/cornyn-paxton-poll-texas-00424994,Live Phone,FALSE,REP,FALSE,TRUE,2026-03-03,primary,221014
Pulse Decision Sicence,Unknown Sponsor,NA,Texas,2025-06-17,2025-06-22,806,LV,R,LV-R,John Cornyn,32,REP,https://www.politico.com/live-updates/2025/06/26/congress/cornyn-paxton-poll-texas-00424994,Live Phone,FALSE,REP,FALSE,TRUE,2026-03-03,primary,221014
"Fabrizio, Lee & Associates",First Principles Digital (hybrid PAC),NA,Michigan,2025-06-17,2025-06-19,600,LV,R,LV-R,Mike Rogers,48,REP,https://punchbowl.news/article/campaigns/rogers-up-new-poll/,Live Phone/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-08-04,primary,221028
Pulse Decision Sicence,Unknown Sponsor,NA,Texas,2025-06-17,2025-06-22,806,LV,R,LV-R,John Cornyn,38,REP,https://www.politico.com/live-updates/2025/06/26/congress/cornyn-paxton-poll-texas-00424994,Live Phone,FALSE,REP,FALSE,TRUE,2026-03-03,primary,221013
"Fabrizio, Lee & Associates",First Principles Digital (hybrid PAC),NA,Michigan,2025-06-17,2025-06-19,600,LV,R,LV-R,Bill Huizenga,20,REP,https://punchbowl.news/article/campaigns/rogers-up-new-poll/,Live Phone/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-08-04,primary,221028
Pulse Decision Sicence,Unknown Sponsor,NA,Texas,2025-06-17,2025-06-22,806,LV,R,LV-R,Ken Paxton Jr.,57,REP,https://www.politico.com/live-updates/2025/06/26/congress/cornyn-paxton-poll-texas-00424994,Live Phone,FALSE,REP,FALSE,TRUE,2026-03-03,primary,221013
NRSC,NA,NA,Minnesota,2025-07-04,2025-07-07,559,LV,D,LV-D,Peggy Flanagan,30,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-08-11,primary,221295
NRSC,NA,NA,Maine,2025-07-04,2025-07-07,579,LV,D,LV-D,Jordan Wood,18,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-06-09,primary,221297
NRSC,NA,NA,Maine,2025-07-04,2025-07-07,579,LV,D,LV-D,Janet T. Mills,32,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-06-09,primary,221297
NRSC,NA,NA,North Carolina,2025-07-04,2025-07-07,548,LV,D,LV-D,Wiley Nickel,19,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-03-03,primary,221296
NRSC,NA,NA,North Carolina,2025-07-04,2025-07-07,548,LV,D,LV-D,Roy A. Cooper III,39,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-03-03,primary,221296
NRSC,NA,NA,Minnesota,2025-07-04,2025-07-07,559,LV,D,LV-D,Angie Craig,24,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-08-11,primary,221295
NRSC,NA,NA,Texas,2025-07-04,2025-07-07,566,LV,D,LV-D,Joaquin Castro,13,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-03-03,primary,221294
NRSC,NA,NA,Michigan,2025-07-04,2025-07-07,582,LV,D,LV-D,Abdul El-Sayed,22,DEM,https://dailycaller.com/2025/07/08/michigan-senate-democratic-primary-poll-stevens-el-sayed/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-08-04,primary,221238
NRSC,NA,NA,Texas,2025-07-04,2025-07-07,566,LV,D,LV-D,Colin Allred,20,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-03-03,primary,221294
NRSC,NA,NA,Texas,2025-07-04,2025-07-07,566,LV,D,LV-D,Jasmine Crockett,35,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-03-03,primary,221294
NRSC,NA,NA,Michigan,2025-07-04,2025-07-07,582,LV,D,LV-D,Mallory Ann McMorrow,11,DEM,https://dailycaller.com/2025/07/08/michigan-senate-democratic-primary-poll-stevens-el-sayed/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-08-04,primary,221238
NRSC,NA,NA,Michigan,2025-07-04,2025-07-07,582,LV,D,LV-D,Joe Tate,1,DEM,https://dailycaller.com/2025/07/08/michigan-senate-democratic-primary-poll-stevens-el-sayed/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-08-04,primary,221238
NRSC,NA,NA,Michigan,2025-07-04,2025-07-07,582,LV,D,LV-D,Haley Stevens,24,DEM,https://dailycaller.com/2025/07/08/michigan-senate-democratic-primary-poll-stevens-el-sayed/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-08-04,primary,221238
NRSC,NA,NA,Texas,2025-07-04,2025-07-07,566,LV,D,LV-D,Beto O'Rourke,13,DEM,https://dailycaller.com/2025/07/09/exclusive-jasmine-crockett-holds-healthy-lead-in-hypothetical-2026-senate-race-shock-poll-shows/,Live Phone/Text-to-Web,FALSE,REP,TRUE,TRUE,2026-03-03,primary,221294
McLaughlin & Associates,NA,Steve Marshall,Alabama,2025-07-14,2025-07-17,600,LV,R,LV-R,Steve Marshall,35,REP,https://1819news.com/news/item/poll-marshall-leading-moore-hudson-in-2026-alabama-senate-race,Live Phone/Text,FALSE,REP,TRUE,TRUE,2026-05-26,primary,221608
McLaughlin & Associates,NA,Steve Marshall,Alabama,2025-07-14,2025-07-17,600,LV,R,LV-R,Barry Moore,12,REP,https://1819news.com/news/item/poll-marshall-leading-moore-hudson-in-2026-alabama-senate-race,Live Phone/Text,FALSE,REP,TRUE,TRUE,2026-05-26,primary,221608
McLaughlin & Associates,NA,Steve Marshall,Alabama,2025-07-14,2025-07-17,600,LV,R,LV-R,Jared Hudson,9,REP,https://1819news.com/news/item/poll-marshall-leading-moore-hudson-in-2026-alabama-senate-race,Live Phone/Text,FALSE,REP,TRUE,TRUE,2026-05-26,primary,221608
Cygnal,Business Council of Alabama,NA,Alabama,2025-07-20,2025-07-22,400,LV,R,LV-R,Steve Marshall,24,REP,https://aldailynews.com/cygnal-at-bca-alabama-gop-primary-voters-priorities-are-economic/,Live Phone/Text,FALSE,REP,FALSE,TRUE,2026-05-26,primary,221909
Cygnal,Business Council of Alabama,NA,Alabama,2025-07-20,2025-07-22,400,LV,R,LV-R,Bruce Pearl,12.9,REP,https://aldailynews.com/cygnal-at-bca-alabama-gop-primary-voters-priorities-are-economic/,Live Phone/Text,FALSE,REP,FALSE,TRUE,2026-05-26,primary,221909
Cygnal,Business Council of Alabama,NA,Alabama,2025-07-20,2025-07-22,400,LV,R,LV-R,Barry Moore,8.8,REP,https://aldailynews.com/cygnal-at-bca-alabama-gop-primary-voters-priorities-are-economic/,Live Phone/Text,FALSE,REP,FALSE,TRUE,2026-05-26,primary,221909
Cygnal,Business Council of Alabama,NA,Alabama,2025-07-20,2025-07-22,400,LV,R,LV-R,Jared Hudson,3,REP,https://aldailynews.com/cygnal-at-bca-alabama-gop-primary-voters-priorities-are-economic/,Live Phone/Text,FALSE,REP,FALSE,TRUE,2026-05-26,primary,221909
TIPP Insights,League of American Workers,NA,Georgia,2025-07-28,2025-08-01,978,LV,R,LV-R,"Earl L. ""Buddy"" Carter",20,REP,https://dailycaller.com/2025/08/07/mike-collins-georgia-senate-poll/,Online Opt-In Panel,FALSE,REP,FALSE,TRUE,2026-05-19,primary,221858
TIPP Insights,League of American Workers,NA,Georgia,2025-07-28,2025-08-01,978,LV,R,LV-R,Derek Dooley,8,REP,https://dailycaller.com/2025/08/07/mike-collins-georgia-senate-poll/,Online Opt-In Panel,FALSE,REP,FALSE,TRUE,2026-05-19,primary,221858
TIPP Insights,League of American Workers,NA,Georgia,2025-07-28,2025-08-01,978,LV,R,LV-R,Mike Collins,27,REP,https://dailycaller.com/2025/08/07/mike-collins-georgia-senate-poll/,Online Opt-In Panel,FALSE,REP,FALSE,TRUE,2026-05-19,primary,221858
TIPP Insights,League of American Workers,NA,Georgia,2025-07-28,2025-08-01,1123,RV,R,RV-R,Derek Dooley,7,REP,https://tippinsights.com/league-of-american-workers-georgia-survey-july-2025/,Online Opt-In Panel,FALSE,REP,FALSE,TRUE,2026-05-19,primary,221876
TIPP Insights,League of American Workers,NA,Georgia,2025-07-28,2025-08-01,1123,RV,R,RV-R,"Earl L. ""Buddy"" Carter",19,REP,https://tippinsights.com/league-of-american-workers-georgia-survey-july-2025/,Online Opt-In Panel,FALSE,REP,FALSE,TRUE,2026-05-19,primary,221876
TIPP Insights,League of American Workers,NA,Georgia,2025-07-28,2025-08-01,1123,RV,R,RV-R,Mike Collins,25,REP,https://tippinsights.com/league-of-american-workers-georgia-survey-july-2025/,Online Opt-In Panel,FALSE,REP,FALSE,TRUE,2026-05-19,primary,221876
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,John Cornyn,43,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222032
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Ronny Jackson,35,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222032
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Ken Paxton Jr.,43,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222033
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Wesley P. Hunt,36,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222033
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,John Cornyn,42,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222034
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Wesley P. Hunt,36,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222034
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Ken Paxton Jr.,35,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222035
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,John Cornyn,30,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222035
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Wesley P. Hunt,22,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222035
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Ken Paxton Jr.,38,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222036
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,John Cornyn,33,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222036
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Ronny Jackson,15,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222036
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,D,LV-D,Colin Allred,38,DEM,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222037
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,D,LV-D,Beto O'Rourke,58,DEM,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222037
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,D,LV-D,Colin Allred,50,DEM,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222038
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,D,LV-D,James Talarico,43,DEM,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222038
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,D,LV-D,Colin Allred,52,DEM,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222039
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Ronny Jackson,33,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222031
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Ken Paxton Jr.,44,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222031
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,John Cornyn,39,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222030
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,R,LV-R,Ken Paxton Jr.,44,REP,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222030
Texas Southern University Barbara Jordan Public Policy Research and Survey Center,NA,NA,Texas,2025-08-06,2025-08-12,1500,LV,D,LV-D,Joaquin Castro,41,DEM,https://drive.google.com/file/d/1Wzc9rffpNMmg3C1YtQMUAkQCtvksorL6/view,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-03-03,primary,222039
Z to A Research,The Impact Fund (PAC),NA,Illinois,2025-08-08,2025-08-10,615,LV,D,LV-D,Raja Krishnamoorthi,51,DEM,https://x.com/JacobRubashkin/status/1955317488364744856,Text-to-Web/Online Ad,FALSE,DEM,FALSE,TRUE,2026-03-17,primary,221953
Z to A Research,The Impact Fund (PAC),NA,Illinois,2025-08-08,2025-08-10,615,LV,D,LV-D,Juliana Stratton,28,DEM,https://x.com/JacobRubashkin/status/1955317488364744856,Text-to-Web/Online Ad,FALSE,DEM,FALSE,TRUE,2026-03-17,primary,221953
Z to A Research,The Impact Fund (PAC),NA,Illinois,2025-08-08,2025-08-10,615,LV,D,LV-D,Robin Kelly,13,DEM,https://x.com/JacobRubashkin/status/1955317488364744856,Text-to-Web/Online Ad,FALSE,DEM,FALSE,TRUE,2026-03-17,primary,221953
Emerson College,NA,NA,Texas,2025-08-11,2025-08-12,491,LV,R,LV-R,John Cornyn,29.5,REP,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE,2026-03-03,primary,221970
Emerson College,NA,NA,Texas,2025-08-11,2025-08-12,491,LV,R,LV-R,Ken Paxton Jr.,28.7,REP,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE,2026-03-03,primary,221970
Emerson College,NA,NA,Texas,2025-08-11,2025-08-12,491,LV,R,LV-R,Barrett McNabb,0.8,REP,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE,2026-03-03,primary,221970
Emerson College,NA,NA,Texas,2025-08-11,2025-08-12,491,LV,R,LV-R,Virgil Bierschwale,0.7,REP,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE,2026-03-03,primary,221970
Emerson College,NA,NA,Texas,2025-08-11,2025-08-12,491,LV,R,LV-R,Rennie Mann,0.5,REP,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE,2026-03-03,primary,221970
Emerson College,NA,NA,Texas,2025-08-11,2025-08-12,491,LV,R,LV-R,Leo Wyatt,1.3,REP,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE,2026-03-03,primary,221970
