issue,pollster,start_date,end_date,sample_size,population,approve,disapprove,net,url,sponsor,mode,tracking,wording_notes,partisan,other_notes
epstein_files,Data For Progress,08/08/2025,08/10/2025,1176,LV,19,65,-46,https://www.filesforprogress.org/datasets/2025/8/dfp_trump_backlash.pdf,NA,Online Opt-In Panel/Text-to-Web,FALSE,NA,NA,NA
border_security,Verasight,08/18/2025,08/21/2025,1500,A,51,45,6,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
crime,Verasight,08/18/2025,08/21/2025,1500,A,45,48,-3,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
immigration,Verasight,08/18/2025,08/21/2025,1500,A,46,51,-5,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
deportations,Verasight,08/18/2025,08/21/2025,1500,A,44,52,-8,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
foreign_policy,Verasight,08/18/2025,08/21/2025,1500,A,40,52,-12,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
federal_workforce,Verasight,08/18/2025,08/21/2025,1500,A,40,52,-12,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
economy,Verasight,08/18/2025,08/21/2025,1500,A,41,54,-13,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
education,Verasight,08/18/2025,08/21/2025,1500,A,38,54,-16,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
trade_tariffs,Verasight,08/18/2025,08/21/2025,1500,A,39,55,-16,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
govt_spending,Verasight,08/18/2025,08/21/2025,1500,A,37,57,-20,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
healthcare,Verasight,08/18/2025,08/21/2025,1500,A,35,57,-22,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
inflation,Verasight,08/18/2025,08/21/2025,1500,A,34,61,-27,https://www.gelliottmorris.com/p/democrats-lead-the-us-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
economy,YouGov,08/22/2025,08/25/2025,1523,A,39,54,-15,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,08/22/2025,08/25/2025,1523,A,34,61,-27,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,08/22/2025,08/25/2025,1523,A,46,50,-4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
climate_change,YouGov,08/22/2025,08/25/2025,1523,A,32,52,-20,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
education,YouGov,08/22/2025,08/25/2025,1523,A,38,51,-13,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
abortion,YouGov,08/22/2025,08/25/2025,1523,A,34,52,-18,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_otzzSNZ.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
economy,Morning Consult,08/22/2025,08/24/2025,2200,RV,45,49,-4,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
immigration,Morning Consult,08/22/2025,08/24/2025,2200,RV,52,42,10,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,08/22/2025,08/24/2025,2200,RV,45,47,-2,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
foreign_policy,Gallup,08/01/2025,08/20/2025,1094,A,39,57,-18,https://news.gallup.com/poll/694370/trump-ratings-mood-stay-tepid-august.aspx,NA,Live Phone,FALSE,NA,NA,NA
education,Gallup,08/01/2025,08/20/2025,1094,A,38,59,-21,https://news.gallup.com/poll/694370/trump-ratings-mood-stay-tepid-august.aspx,NA,Live Phone,FALSE,NA,NA,NA
economy,Gallup,08/01/2025,08/20/2025,1094,A,37,59,-22,https://news.gallup.com/poll/694370/trump-ratings-mood-stay-tepid-august.aspx,NA,Live Phone,FALSE,NA,NA,NA
economy,AP-NORC,08/21/2025,08/25/2025,1182,A,43,54,-11,https://apnorc.org/wp-content/uploads/2025/08/AP-NORC-August-2025-Topline-Crime.pdf,NA,Live Phone,FALSE,NA,NA,NA
immigration,AP-NORC,08/21/2025,08/25/2025,1182,A,44,53,-9,https://apnorc.org/wp-content/uploads/2025/08/AP-NORC-August-2025-Topline-Crime.pdf,NA,Live Phone,FALSE,NA,NA,NA
ukraine,AP-NORC,08/21/2025,08/25/2025,1182,A,42,54,-12,https://apnorc.org/wp-content/uploads/2025/08/AP-NORC-August-2025-Topline-Crime.pdf,NA,Live Phone,FALSE,NA,NA,NA
crime,AP-NORC,08/21/2025,08/25/2025,1182,A,53,45,8,https://apnorc.org/wp-content/uploads/2025/08/AP-NORC-August-2025-Topline-Crime.pdf,NA,Live Phone,FALSE,NA,NA,NA
crime,Quinnipiac University,08/21/2025,08/25/2025,1220,RV,42,54,-12,https://poll.qu.edu/poll-release?releaseid=3929,NA,Live Phone,FALSE,NA,NA,NA
ukraine,Quinnipiac University,08/21/2025,08/25/2025,1220,RV,40,52,-12,https://poll.qu.edu/poll-release?releaseid=3929,NA,Live Phone,FALSE,NA,NA,NA
foreign_policy,Quinnipiac University,08/21/2025,08/25/2025,1220,RV,40,56,-16,https://poll.qu.edu/poll-release?releaseid=3929,NA,Live Phone,FALSE,NA,NA,NA
economy,Quinnipiac University,08/21/2025,08/25/2025,1220,RV,39,57,-18,https://poll.qu.edu/poll-release?releaseid=3929,NA,Live Phone,FALSE,NA,NA,NA
trade_tariffs,Quinnipiac University,08/21/2025,08/25/2025,1220,RV,38,56,-18,https://poll.qu.edu/poll-release?releaseid=3929,NA,Live Phone,FALSE,NA,NA,NA
israel_palestine,Quinnipiac University,08/21/2025,08/25/2025,1220,RV,34,53,-19,https://poll.qu.edu/poll-release?releaseid=3929,NA,Live Phone,FALSE,NA,NA,NA
immigration,Harris Insights & Analytics,08/20/2025,08/21/2025,2025,RV,50,45,5,https://harvardharrispoll.com/topline-august/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
govt_management,Harris Insights & Analytics,08/20/2025,08/21/2025,2025,RV,45,49,-4,https://harvardharrispoll.com/topline-august/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
foreign_policy,Harris Insights & Analytics,08/20/2025,08/21/2025,2025,RV,44,49,-5,https://harvardharrispoll.com/topline-august/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Harris Insights & Analytics,08/20/2025,08/21/2025,2025,RV,44,51,-7,https://harvardharrispoll.com/topline-august/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
inflation,Harris Insights & Analytics,08/20/2025,08/21/2025,2025,RV,41,53,-12,https://harvardharrispoll.com/topline-august/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Harris Insights & Analytics,08/20/2025,08/21/2025,2025,RV,41,52,-11,https://harvardharrispoll.com/topline-august/,Harvard CAPS,Online Opt-In Panel,FALSE,NA,NA,NA
economy,YouGov,08/29/2025,09/02/2025,1691,A,38,53,-15,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_S3c69M7.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,08/29/2025,09/02/2025,1691,A,32,62,-30,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_S3c69M7.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,08/29/2025,09/02/2025,1691,A,47,48,-1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_S3c69M7.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
city_deployments,YouGov,08/29/2025,09/02/2025,1690,A,37,53,-16,https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025,Yahoo News,Online Matched Sample,FALSE,NA,NA,NA
dc_takeover,YouGov,08/29/2025,09/02/2025,1690,A,39,48,-9,https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025,Yahoo News,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,08/29/2025,09/02/2025,1690,A,44,47,-3,https://www.scribd.com/document/910985644/Yahoo-YouGov-Crime-Poll-August-2025,Yahoo News,Online Matched Sample,FALSE,NA,NA,NA
immigration,John Zogby Strategies,08/29/2025,08/30/2025,1000,LV,51,47,4,https://johnzogbystrategies.com/wp-content/uploads/2025/09/Has-The-President-Bounced-Back_-New-Zogby-Strategies-Poll-09.03.25.html,NA,NA,FALSE,NA,NA,NA
economy,John Zogby Strategies,08/29/2025,08/30/2025,1000,LV,44,53,-9,https://johnzogbystrategies.com/wp-content/uploads/2025/09/Has-The-President-Bounced-Back_-New-Zogby-Strategies-Poll-09.03.25.html,NA,NA,FALSE,NA,NA,NA
trade_tariffs,John Zogby Strategies,08/29/2025,08/30/2025,1000,LV,43,53,-10,https://johnzogbystrategies.com/wp-content/uploads/2025/09/Has-The-President-Bounced-Back_-New-Zogby-Strategies-Poll-09.03.25.html,NA,NA,FALSE,NA,NA,NA
immigration,Morning Consult,08/29/2025,08/31/2025,2202,RV,49,45,4,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Morning Consult,08/29/2025,08/31/2025,2202,RV,44,47,-3,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,08/29/2025,08/31/2025,2202,RV,43,46,-3,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
inflation,Ipsos,08/22/2025,08/24/2025,1022,A,31,62,-31,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
immigration,Ipsos,08/22/2025,08/24/2025,1022,A,43,51,-8,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
economy,Ipsos,08/22/2025,08/24/2025,1022,A,37,55,-18,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
national_politics,Ipsos,08/22/2025,08/24/2025,1022,A,36,53,-17,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
foreign_policy,Ipsos,08/22/2025,08/24/2025,1022,A,37,51,-14,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
jobs,Ipsos,08/22/2025,08/24/2025,1022,A,38,51,-13,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
corruption,Ipsos,08/22/2025,08/24/2025,1022,A,34,54,-20,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
russia,Ipsos,08/22/2025,08/24/2025,1022,A,32,54,-22,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
israel,Ipsos,08/22/2025,08/24/2025,1022,A,36,47,-11,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
ukraine,Ipsos,08/22/2025,08/24/2025,1022,A,35,49,-14,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
crime,Ipsos,08/22/2025,08/24/2025,1022,A,43,46,-3,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%20August%202025.pdf,Reuters,Probability Panel,FALSE,NA,NA,NA
foreign_policy,Ipsos,07/15/2025,07/16/2025,1027,A,34,50,-16,https://www.ipsos.com/en-us/president-trumps-overall-approval-rating-remains-stable,Reuters,Probability Panel,FALSE,NA,NA,NA
taxes,Ipsos,07/15/2025,07/16/2025,1027,A,33,54,-21,https://www.ipsos.com/en-us/president-trumps-overall-approval-rating-remains-stable,Reuters,Probability Panel,FALSE,NA,NA,NA
inflation,Ipsos,07/15/2025,07/16/2025,1027,A,30,60,-30,https://www.ipsos.com/en-us/president-trumps-overall-approval-rating-remains-stable,Reuters,Probability Panel,FALSE,NA,NA,NA
disaster_relief,Ipsos,07/15/2025,07/16/2025,1027,A,37,48,-11,https://www.ipsos.com/en-us/president-trumps-overall-approval-rating-remains-stable,Reuters,Probability Panel,FALSE,NA,NA,NA
epstein_files,Ipsos,07/15/2025,07/16/2025,1027,A,17,54,-37,https://www.ipsos.com/en-us/president-trumps-overall-approval-rating-remains-stable,Reuters,Probability Panel,FALSE,NA,NA,NA
border_security,SurveyMonkey,08/13/2025,09/01/2025,14865,A,47,53,-6,https://www.documentcloud.org/documents/26085240-final-nbc-news-decision-desk-poll-august-2025-topline/,NBC News,Online Opt-In Panel,FALSE,NA,NA,NA
deportations,SurveyMonkey,08/13/2025,09/01/2025,14983,A,43,57,-14,https://www.documentcloud.org/documents/26085240-final-nbc-news-decision-desk-poll-august-2025-topline/,NBC News,Online Opt-In Panel,FALSE,NA,NA,NA
inflation,SurveyMonkey,08/13/2025,09/01/2025,30196,A,39,61,-22,https://www.documentcloud.org/documents/26085240-final-nbc-news-decision-desk-poll-august-2025-topline/,NBC News,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,SurveyMonkey,08/13/2025,09/01/2025,30196,A,41,59,-18,https://www.documentcloud.org/documents/26085240-final-nbc-news-decision-desk-poll-august-2025-topline/,NBC News,Online Opt-In Panel,FALSE,NA,NA,NA
economy,YouGov,09/03/2025,09/05/2025,2385,A,41,59,-18,https://www.cbsnews.com/news/trump-national-guard-cities-opinion-poll/,CBS News,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,09/03/2025,09/05/2025,2385,A,36,64,-28,https://www.cbsnews.com/news/trump-national-guard-cities-opinion-poll/,CBS News,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,09/03/2025,09/05/2025,2385,A,46,54,-8,https://www.cbsnews.com/news/trump-national-guard-cities-opinion-poll/,CBS News,Online Matched Sample,FALSE,NA,NA,NA
economy,YouGov,09/05/2025,09/08/2025,1644,A,38,55,-17,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,09/05/2025,09/08/2025,1644,A,32,62,-30,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,09/05/2025,09/08/2025,1644,A,45,50,-5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
govt_spending,YouGov,09/05/2025,09/08/2025,1644,A,37,56,-19,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
healthcare,YouGov,09/05/2025,09/08/2025,1644,A,32,56,-24,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_posPy08.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
economy,Ipsos,09/05/2025,09/09/2025,1084,A,36,53,-17,https://www.reuters.com/world/us/trump-approval-rating-42-weak-economy-reutersipsos-poll-shows-2025-09-09/,Reuters,Probability Panel,FALSE,NA,NA,NA
immigration,Ipsos,09/05/2025,09/09/2025,1084,A,42,49,-7,https://www.reuters.com/world/us/trump-approval-rating-42-weak-economy-reutersipsos-poll-shows-2025-09-09/,Reuters,Probability Panel,FALSE,NA,NA,NA
border_security,Beacon Research/Shaw & Co. Research,09/06/2025,09/09/2025,1004,RV,57,43,14,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
crime,Beacon Research/Shaw & Co. Research,09/06/2025,09/09/2025,1004,RV,50,50,0,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
immigration,Beacon Research/Shaw & Co. Research,09/06/2025,09/09/2025,1004,RV,47,52,-5,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
ukraine,Beacon Research/Shaw & Co. Research,09/06/2025,09/09/2025,1004,RV,40,59,-19,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
economy,Beacon Research/Shaw & Co. Research,09/06/2025,09/09/2025,1004,RV,39,60,-21,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
russia,Beacon Research/Shaw & Co. Research,09/06/2025,09/09/2025,1004,RV,36,62,-26,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
trade_tariffs,Beacon Research/Shaw & Co. Research,09/06/2025,09/09/2025,1004,RV,36,63,-27,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
inflation,Beacon Research/Shaw & Co. Research,09/06/2025,09/09/2025,1004,RV,32,67,-35,https://static.foxnews.com/foxnews.com/content/uploads/2025/09/fox_september-6-9-2025_national_topline_september-11-release.pdf,FOX News,Live Phone/Text-to-Web,FALSE,NA,NA,NA
immigration,Morning Consult,09/06/2025,09/08/2025,2201,RV,49,42,7,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Morning Consult,09/06/2025,09/08/2025,2201,RV,42,50,-8,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,09/06/2025,09/08/2025,2201,RV,42,47,-5,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
immigration,Morning Consult,09/12/2025,09/14/2025,2204,RV,49,43,6,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Morning Consult,09/12/2025,09/14/2025,2204,RV,43,49,-6,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,09/12/2025,09/14/2025,2204,RV,44,46,-2,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,YouGov,09/12/2025,09/15/2025,1567,A,35,57,-22,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,09/12/2025,09/15/2025,1567,A,30,64,-34,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,09/12/2025,09/15/2025,1567,A,44,51,-7,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_rights,YouGov,09/12/2025,09/15/2025,1567,A,34,51,-17,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,09/12/2025,09/15/2025,1567,A,42,49,-7,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
guns,YouGov,09/12/2025,09/15/2025,1567,A,33,50,-17,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_jmHpS1k.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
economy,Global Strategy Group/GBAO (Navigator Research),09/04/2025,09/08/2025,1000,RV,42,54,-12,https://navigatorresearch.org/wp-content/uploads/2025/09/Navigator-Update-Topline-F09.08.25.pdf,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,AP-NORC,09/11/2025,09/15/2025,1183,A,37,62,-25,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,NA,Probability Panel,FALSE,NA,NA,NA
immigration,AP-NORC,09/11/2025,09/15/2025,1183,A,43,56,-13,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,NA,Probability Panel,FALSE,NA,NA,NA
foreign_policy,AP-NORC,09/11/2025,09/15/2025,1183,A,39,59,-20,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,NA,Probability Panel,FALSE,NA,NA,NA
israel_palestine,AP-NORC,09/11/2025,09/15/2025,1183,A,37,60,-23,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,NA,Probability Panel,FALSE,NA,NA,NA
crime,AP-NORC,09/11/2025,09/15/2025,1183,A,46,53,-7,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,NA,Probability Panel,FALSE,NA,NA,NA
trade_tariffs,AP-NORC,09/11/2025,09/15/2025,1183,A,36,63,-27,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,NA,Probability Panel,FALSE,NA,NA,NA
healthcare,AP-NORC,09/11/2025,09/15/2025,1183,A,35,64,-29,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,NA,Probability Panel,FALSE,NA,NA,NA
border_security,AP-NORC,09/11/2025,09/15/2025,1183,A,55,44,11,https://apnorc.org/wp-content/uploads/2025/09/AP-NORC-September-2025-Direction-of-the-country-Topline.pdf,NA,Probability Panel,FALSE,NA,NA,NA
economy,Ipsos,09/11/2025,09/15/2025,2513,A,40,59,-19,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,The Washington Post,Probability Panel,FALSE,NA,NA,NA
immigration,Ipsos,09/11/2025,09/15/2025,2513,A,44,55,-11,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,The Washington Post,Probability Panel,FALSE,NA,NA,NA
trade_tariffs,Ipsos,09/11/2025,09/15/2025,2513,A,34,64,-30,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,The Washington Post,Probability Panel,FALSE,NA,NA,NA
israel_palestine,Ipsos,09/11/2025,09/15/2025,2513,A,39,58,-19,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,The Washington Post,Probability Panel,FALSE,NA,NA,NA
ukraine,Ipsos,09/11/2025,09/15/2025,2513,A,38,60,-22,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,The Washington Post,Probability Panel,FALSE,NA,NA,NA
crime,Ipsos,09/11/2025,09/15/2025,2513,A,44,54,-10,https://www.washingtonpost.com/documents/3cf9e3ce-e4f2-4302-be21-a7311d6c035a.pdf,The Washington Post,Probability Panel,FALSE,NA,NA,NA
immigration,AtlasIntel,09/12/2025,09/16/2025,1066,A,51,47,4,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
defense,AtlasIntel,09/12/2025,09/16/2025,1066,A,51,46,5,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
foreign_policy,AtlasIntel,09/12/2025,09/16/2025,1066,A,51,47,4,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
democracy,AtlasIntel,09/12/2025,09/16/2025,1066,A,51,47,4,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
inequality,AtlasIntel,09/12/2025,09/16/2025,1066,A,49,49,0,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
economy,AtlasIntel,09/12/2025,09/16/2025,1066,A,46,49,-3,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
education,AtlasIntel,09/12/2025,09/16/2025,1066,A,50,48,2,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
taxes,AtlasIntel,09/12/2025,09/16/2025,1066,A,50,48,2,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
energy,AtlasIntel,09/12/2025,09/16/2025,1066,A,49,49,0,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
trade_tariffs,AtlasIntel,09/12/2025,09/16/2025,1066,A,43,54,-11,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
govt_management,AtlasIntel,09/12/2025,09/16/2025,1066,A,50,48,2,https://atlasintel.org/poll/usa-national-2025-09-19,NA,Online Ad,FALSE,NA,NA,NA
